run_id	phase	setting	shift_family	severity	application_mode	shift_seed	max_samples
phase1full_clean_all_frame_lost_zero_stress_rsu_shifted_only_seed0	phase1full	clean_all	frame_lost_zero	stress	rsu_shifted_only	0	
phase1full_clean_all_packet_drop_s1_all_shifted_seed0	phase1full	clean_all	packet_drop	s1	all_shifted	0	
phase1full_clean_all_packet_drop_s1_vehicle_shifted_only_seed0	phase1full	clean_all	packet_drop	s1	vehicle_shifted_only	0	
phase1full_clean_all_packet_drop_s2_vehicle_shifted_only_seed0	phase1full	clean_all	packet_drop	s2	vehicle_shifted_only	0	
phase1full_clean_all_packet_drop_s3_rsu_shifted_only_seed0	phase1full	clean_all	packet_drop	s3	rsu_shifted_only	0	
phase1full_clean_all_packet_drop_stress_rsu_shifted_only_seed0	phase1full	clean_all	packet_drop	stress	rsu_shifted_only	0	
phase1full_clean_all_bandwidth_cap_s1_all_shifted_seed0	phase1full	clean_all	bandwidth_cap	s1	all_shifted	0	
phase1full_clean_all_bandwidth_cap_s1_vehicle_shifted_only_seed0	phase1full	clean_all	bandwidth_cap	s1	vehicle_shifted_only	0	
phase1full_clean_all_bandwidth_cap_s2_vehicle_shifted_only_seed0	phase1full	clean_all	bandwidth_cap	s2	vehicle_shifted_only	0	
phase1full_clean_all_bandwidth_cap_s3_rsu_shifted_only_seed0	phase1full	clean_all	bandwidth_cap	s3	rsu_shifted_only	0	
phase1full_clean_all_bandwidth_cap_stress_rsu_shifted_only_seed0	phase1full	clean_all	bandwidth_cap	stress	rsu_shifted_only	0	
phase1full_clean_all_fov_center_s1_all_shifted_seed0	phase1full	clean_all	fov_center	s1	all_shifted	0	
phase1full_clean_all_fov_center_s1_vehicle_shifted_only_seed0	phase1full	clean_all	fov_center	s1	vehicle_shifted_only	0	
phase1full_clean_all_fov_center_s2_vehicle_shifted_only_seed0	phase1full	clean_all	fov_center	s2	vehicle_shifted_only	0	
phase1full_clean_all_fov_center_s3_rsu_shifted_only_seed0	phase1full	clean_all	fov_center	s3	rsu_shifted_only	0	
phase1full_clean_all_fov_center_stress_rsu_shifted_only_seed0	phase1full	clean_all	fov_center	stress	rsu_shifted_only	0	
phase1full_clean_all_fov_left_loss_s1_all_shifted_seed0	phase1full	clean_all	fov_left_loss	s1	all_shifted	0	
phase1full_clean_all_fov_left_loss_s1_vehicle_shifted_only_seed0	phase1full	clean_all	fov_left_loss	s1	vehicle_shifted_only	0	
phase1full_clean_all_fov_left_loss_s2_vehicle_shifted_only_seed0	phase1full	clean_all	fov_left_loss	s2	vehicle_shifted_only	0	
phase1full_clean_all_fov_left_loss_s3_rsu_shifted_only_seed0	phase1full	clean_all	fov_left_loss	s3	rsu_shifted_only	0	
phase1full_clean_all_fov_left_loss_stress_rsu_shifted_only_seed0	phase1full	clean_all	fov_left_loss	stress	rsu_shifted_only	0	
phase1full_clean_all_fov_right_loss_s1_all_shifted_seed0	phase1full	clean_all	fov_right_loss	s1	all_shifted	0	
phase1full_clean_all_fov_right_loss_s1_vehicle_shifted_only_seed0	phase1full	clean_all	fov_right_loss	s1	vehicle_shifted_only	0	
phase1full_clean_all_fov_right_loss_s2_vehicle_shifted_only_seed0	phase1full	clean_all	fov_right_loss	s2	vehicle_shifted_only	0	
phase1full_clean_all_fov_right_loss_s3_rsu_shifted_only_seed0	phase1full	clean_all	fov_right_loss	s3	rsu_shifted_only	0	
phase1full_clean_all_fov_right_loss_stress_rsu_shifted_only_seed0	phase1full	clean_all	fov_right_loss	stress	rsu_shifted_only	0	
phase1full_clean_all_fov_top_loss_s1_all_shifted_seed0	phase1full	clean_all	fov_top_loss	s1	all_shifted	0	
phase1full_clean_all_fov_top_loss_s1_vehicle_shifted_only_seed0	phase1full	clean_all	fov_top_loss	s1	vehicle_shifted_only	0	
phase1full_clean_all_fov_top_loss_s2_vehicle_shifted_only_seed0	phase1full	clean_all	fov_top_loss	s2	vehicle_shifted_only	0	
phase1full_clean_all_fov_top_loss_s3_rsu_shifted_only_seed0	phase1full	clean_all	fov_top_loss	s3	rsu_shifted_only	0	
phase1full_clean_all_fov_top_loss_stress_rsu_shifted_only_seed0	phase1full	clean_all	fov_top_loss	stress	rsu_shifted_only	0	
phase1full_clean_all_fov_bottom_loss_s1_all_shifted_seed0	phase1full	clean_all	fov_bottom_loss	s1	all_shifted	0	
phase1full_clean_all_fov_bottom_loss_s1_vehicle_shifted_only_seed0	phase1full	clean_all	fov_bottom_loss	s1	vehicle_shifted_only	0	
phase1full_clean_all_fov_bottom_loss_s2_vehicle_shifted_only_seed0	phase1full	clean_all	fov_bottom_loss	s2	vehicle_shifted_only	0	
phase1full_clean_all_fov_bottom_loss_s3_rsu_shifted_only_seed0	phase1full	clean_all	fov_bottom_loss	s3	rsu_shifted_only	0	
phase1full_clean_all_fov_bottom_loss_stress_rsu_shifted_only_seed0	phase1full	clean_all	fov_bottom_loss	stress	rsu_shifted_only	0	
phase1full_clean_all_camera_crash_s1_all_shifted_seed0	phase1full	clean_all	camera_crash	s1	all_shifted	0	
phase1full_clean_all_camera_crash_s1_vehicle_shifted_only_seed0	phase1full	clean_all	camera_crash	s1	vehicle_shifted_only	0	
phase1full_clean_all_camera_crash_s2_vehicle_shifted_only_seed0	phase1full	clean_all	camera_crash	s2	vehicle_shifted_only	0	
phase1full_clean_all_camera_crash_s3_rsu_shifted_only_seed0	phase1full	clean_all	camera_crash	s3	rsu_shifted_only	0	
phase1full_clean_all_camera_crash_stress_rsu_shifted_only_seed0	phase1full	clean_all	camera_crash	stress	rsu_shifted_only	0	
phase1full_clean_all_resolution_s1_all_shifted_seed0	phase1full	clean_all	resolution	s1	all_shifted	0	
phase1full_clean_all_resolution_s1_vehicle_shifted_only_seed0	phase1full	clean_all	resolution	s1	vehicle_shifted_only	0	
phase1full_clean_all_resolution_s2_vehicle_shifted_only_seed0	phase1full	clean_all	resolution	s2	vehicle_shifted_only	0	
phase1full_clean_all_resolution_s3_rsu_shifted_only_seed0	phase1full	clean_all	resolution	s3	rsu_shifted_only	0	
phase1full_clean_all_resolution_stress_rsu_shifted_only_seed0	phase1full	clean_all	resolution	stress	rsu_shifted_only	0	
phase1full_clean_all_pose_noise_s1_all_shifted_seed0	phase1full	clean_all	pose_noise	s1	all_shifted	0	
phase1full_clean_all_pose_noise_s1_vehicle_shifted_only_seed0	phase1full	clean_all	pose_noise	s1	vehicle_shifted_only	0	
phase1full_clean_all_pose_noise_s2_vehicle_shifted_only_seed0	phase1full	clean_all	pose_noise	s2	vehicle_shifted_only	0	
phase1full_clean_all_pose_noise_s3_rsu_shifted_only_seed0	phase1full	clean_all	pose_noise	s3	rsu_shifted_only	0	
phase1full_clean_all_pose_noise_stress_rsu_shifted_only_seed0	phase1full	clean_all	pose_noise	stress	rsu_shifted_only	0	
phase1full_clean_all_color_quant_s1_all_shifted_seed0	phase1full	clean_all	color_quant	s1	all_shifted	0	
phase1full_clean_all_color_quant_s1_vehicle_shifted_only_seed0	phase1full	clean_all	color_quant	s1	vehicle_shifted_only	0	
phase1full_clean_all_color_quant_s2_vehicle_shifted_only_seed0	phase1full	clean_all	color_quant	s2	vehicle_shifted_only	0	
phase1full_clean_all_color_quant_s3_rsu_shifted_only_seed0	phase1full	clean_all	color_quant	s3	rsu_shifted_only	0	
phase1full_clean_all_color_quant_stress_rsu_shifted_only_seed0	phase1full	clean_all	color_quant	stress	rsu_shifted_only	0	
phase1full_clean_all_brightness_s1_all_shifted_seed0	phase1full	clean_all	brightness	s1	all_shifted	0	
phase1full_clean_all_brightness_s1_vehicle_shifted_only_seed0	phase1full	clean_all	brightness	s1	vehicle_shifted_only	0	
phase1full_clean_all_brightness_s2_vehicle_shifted_only_seed0	phase1full	clean_all	brightness	s2	vehicle_shifted_only	0	
phase1full_clean_all_brightness_s3_rsu_shifted_only_seed0	phase1full	clean_all	brightness	s3	rsu_shifted_only	0	
phase1full_clean_all_brightness_stress_rsu_shifted_only_seed0	phase1full	clean_all	brightness	stress	rsu_shifted_only	0	
phase1full_clean_all_darkness_s1_all_shifted_seed0	phase1full	clean_all	darkness	s1	all_shifted	0	
phase1full_clean_all_darkness_s1_vehicle_shifted_only_seed0	phase1full	clean_all	darkness	s1	vehicle_shifted_only	0	
phase1full_clean_all_darkness_s2_vehicle_shifted_only_seed0	phase1full	clean_all	darkness	s2	vehicle_shifted_only	0	
phase1full_clean_all_darkness_s3_rsu_shifted_only_seed0	phase1full	clean_all	darkness	s3	rsu_shifted_only	0	
phase1full_clean_all_darkness_stress_rsu_shifted_only_seed0	phase1full	clean_all	darkness	stress	rsu_shifted_only	0	
phase1full_clean_all_contrast_s1_all_shifted_seed0	phase1full	clean_all	contrast	s1	all_shifted	0	
phase1full_clean_all_contrast_s1_vehicle_shifted_only_seed0	phase1full	clean_all	contrast	s1	vehicle_shifted_only	0	
phase1full_clean_all_contrast_s2_vehicle_shifted_only_seed0	phase1full	clean_all	contrast	s2	vehicle_shifted_only	0	
phase1full_clean_all_contrast_s3_rsu_shifted_only_seed0	phase1full	clean_all	contrast	s3	rsu_shifted_only	0	
phase1full_clean_all_contrast_stress_rsu_shifted_only_seed0	phase1full	clean_all	contrast	stress	rsu_shifted_only	0	
phase1full_clean_all_motion_blur_s1_all_shifted_seed0	phase1full	clean_all	motion_blur	s1	all_shifted	0	
phase1full_clean_all_motion_blur_s1_vehicle_shifted_only_seed0	phase1full	clean_all	motion_blur	s1	vehicle_shifted_only	0	
phase1full_clean_all_motion_blur_s2_vehicle_shifted_only_seed0	phase1full	clean_all	motion_blur	s2	vehicle_shifted_only	0	
phase1full_clean_all_motion_blur_s3_rsu_shifted_only_seed0	phase1full	clean_all	motion_blur	s3	rsu_shifted_only	0	
phase1full_clean_all_motion_blur_stress_rsu_shifted_only_seed0	phase1full	clean_all	motion_blur	stress	rsu_shifted_only	0	
phase1full_clean_all_defocus_blur_s1_all_shifted_seed0	phase1full	clean_all	defocus_blur	s1	all_shifted	0	
phase1full_clean_all_defocus_blur_s1_vehicle_shifted_only_seed0	phase1full	clean_all	defocus_blur	s1	vehicle_shifted_only	0	
phase1full_clean_all_defocus_blur_s2_vehicle_shifted_only_seed0	phase1full	clean_all	defocus_blur	s2	vehicle_shifted_only	0	
phase1full_clean_all_defocus_blur_s3_rsu_shifted_only_seed0	phase1full	clean_all	defocus_blur	s3	rsu_shifted_only	0	
phase1full_clean_all_defocus_blur_stress_rsu_shifted_only_seed0	phase1full	clean_all	defocus_blur	stress	rsu_shifted_only	0	
phase1full_clean_all_jpeg_s1_all_shifted_seed0	phase1full	clean_all	jpeg	s1	all_shifted	0	
phase1full_clean_all_jpeg_s1_vehicle_shifted_only_seed0	phase1full	clean_all	jpeg	s1	vehicle_shifted_only	0	
phase1full_clean_all_jpeg_s2_vehicle_shifted_only_seed0	phase1full	clean_all	jpeg	s2	vehicle_shifted_only	0	
phase1full_clean_all_jpeg_s3_rsu_shifted_only_seed0	phase1full	clean_all	jpeg	s3	rsu_shifted_only	0	
phase1full_clean_all_jpeg_stress_rsu_shifted_only_seed0	phase1full	clean_all	jpeg	stress	rsu_shifted_only	0	
phase1full_clean_all_fog_s1_all_shifted_seed0	phase1full	clean_all	fog	s1	all_shifted	0	
phase1full_clean_all_fog_s1_vehicle_shifted_only_seed0	phase1full	clean_all	fog	s1	vehicle_shifted_only	0	
phase1full_clean_all_fog_s2_vehicle_shifted_only_seed0	phase1full	clean_all	fog	s2	vehicle_shifted_only	0	
phase1full_clean_all_fog_s3_rsu_shifted_only_seed0	phase1full	clean_all	fog	s3	rsu_shifted_only	0	
phase1full_clean_all_fog_stress_rsu_shifted_only_seed0	phase1full	clean_all	fog	stress	rsu_shifted_only	0	
phase1full_clean_all_rain_s1_all_shifted_seed0	phase1full	clean_all	rain	s1	all_shifted	0	
phase1full_clean_all_rain_s1_vehicle_shifted_only_seed0	phase1full	clean_all	rain	s1	vehicle_shifted_only	0	
phase1full_clean_all_rain_s2_vehicle_shifted_only_seed0	phase1full	clean_all	rain	s2	vehicle_shifted_only	0	
phase1full_clean_all_rain_s3_rsu_shifted_only_seed0	phase1full	clean_all	rain	s3	rsu_shifted_only	0	
phase1full_clean_all_rain_stress_rsu_shifted_only_seed0	phase1full	clean_all	rain	stress	rsu_shifted_only	0	
phase1full_clean_all_snow_s1_all_shifted_seed0	phase1full	clean_all	snow	s1	all_shifted	0	
phase1full_clean_all_snow_s1_vehicle_shifted_only_seed0	phase1full	clean_all	snow	s1	vehicle_shifted_only	0	
phase1full_clean_all_snow_s2_vehicle_shifted_only_seed0	phase1full	clean_all	snow	s2	vehicle_shifted_only	0	
phase1full_clean_all_snow_s3_rsu_shifted_only_seed0	phase1full	clean_all	snow	s3	rsu_shifted_only	0	
phase1full_clean_all_snow_stress_rsu_shifted_only_seed0	phase1full	clean_all	snow	stress	rsu_shifted_only	0	
phase1full_clean_all_compound_lcf_mild_all_shifted_seed0	phase1full	clean_all	compound_lcf	mild	all_shifted	0	
phase1full_clean_all_compound_lcf_severe_all_shifted_seed0	phase1full	clean_all	compound_lcf	severe	all_shifted	0	
phase1full_clean_all_compound_avail_mid_all_shifted_seed0	phase1full	clean_all	compound_avail	mid	all_shifted	0	
phase1full_clean_all_compound_avail_stress_all_shifted_seed0	phase1full	clean_all	compound_avail	stress	all_shifted	0	
phase1full_clean_all_compound_photo_comm_severe_all_shifted_seed0	phase1full	clean_all	compound_photo_comm	severe	all_shifted	0	
